T/Tc	1-T/Tc	l	K	G	K/K0
0.1	0.9	5.2	5.10896	0.683151	7.23508e-15
0.1	0.9	5.3	5.10652	0.682825	4.51479e-15
0.1	0.9	5.4	5.10426	0.682521	2.81738e-15
0.1	0.9	5.5	5.10214	0.682239	1.75819e-15
0.1	0.9	5.6	5.10018	0.681976	1.09723e-15
0.1	0.9	5.7	5.09835	0.681732	6.84767e-16
0.1	0.9	5.8	5.09666	0.681505	4.27364e-16
0.1	0.9	5.9	5.09507	0.681293	2.66724e-16
0.1	0.9	6	5.0936	0.681097	1.6647e-16
0.1	0.9	6.1	5.09223	0.680914	1.039e-16
0.1	0.9	6.2	5.09096	0.680743	6.48494e-17
0.1	0.9	6.3	5.08977	0.680585	4.04764e-17
0.1	0.9	6.4	5.08867	0.680437	2.52642e-17
0.1	0.9	6.5	5.08764	0.6803	1.57694e-17
0.1	0.9	6.6	5.08669	0.680172	9.84308e-18
0.1	0.9	6.7	5.08579	0.680053	6.14402e-18
0.1	0.9	6.8	5.08497	0.679942	3.83512e-18
0.1	0.9	6.9	5.08419	0.679839	2.39392e-18
0.1	0.9	7	5.08348	0.679743	1.49432e-18
0.1	0.9	7.1	5.08281	0.679653	9.32791e-19
0.1	0.9	7.2	5.08219	0.67957	5.82274e-19
0.1	0.9	7.3	5.08161	0.679493	3.63475e-19
0.1	0.9	7.4	5.08107	0.679421	2.26895e-19
0.1	0.9	7.5	5.08056	0.679353	1.41637e-19
0.1	0.9	7.6	5.0801	0.679291	8.84167e-20
0.1	0.9	7.7	5.07966	0.679233	5.51942e-20
0.1	0.9	7.8	5.07926	0.679178	3.44552e-20
0.1	0.9	7.9	5.07888	0.679128	2.15089e-20
0.1	0.9	8	5.07853	0.679081	1.34272e-20
0.1	0.9	8.1	5.0782	0.679037	8.38209e-21
0.1	0.9	8.2	5.07789	0.678996	5.23265e-21
0.1	0.9	8.3	5.07761	0.678958	3.26658e-21
0.1	0.9	8.4	5.07735	0.678923	2.03923e-21
0.1	0.9	8.5	5.0771	0.67889	1.27304e-21
0.1	0.9	8.6	5.07687	0.678859	7.94726e-22
0.1	0.9	8.7	5.07666	0.678831	4.96129e-22
0.1	0.9	8.8	5.07646	0.678804	3.09723e-22
0.1	0.9	8.9	5.07627	0.67878	1.93354e-22
0.1	0.9	9	5.0761	0.678757	1.20707e-22
0.1	0.9	9.1	5.07594	0.678735	7.53557e-23
0.1	0.9	9.2	5.07579	0.678715	4.70434e-23
0.1	0.9	9.3	5.07565	0.678696	2.93685e-23
0.1	0.9	9.4	5.07552	0.678679	1.83344e-23
0.1	0.9	9.5	5.0754	0.678663	1.14459e-23
0.1	0.9	9.6	5.07529	0.678648	7.14558e-24
0.1	0.9	9.7	5.07518	0.678634	4.46092e-24
0.1	0.9	9.8	5.07509	0.678621	2.78491e-24
0.1	0.9	9.9	5.075	0.678609	1.7386e-24
0.1	0.9	10	5.07491	0.678597	1.0859e-24

 n = 3	t = 3.000000e-13

T/Tc	1-T/Tc	l	K	K/K0	G

After adjusting G:
0	1	0.000422221
0.0001	0.999961	0.000422221
0.0002	0.999922	0.000422012
0.0003	0.999882	0.000421803
0.0004	0.999843	0.000421595
0.0005	0.999804	0.000421386
0.0006	0.999765	0.000421178
0.0007	0.999726	0.00042097
0.0008	0.999687	0.000420761
0.0009	0.999648	0.000420553
0.1	0.963946	0.000257853
0.2	0.933277	0.000157685
0.3	0.906931	9.65904e-05
0.4	0.884106	5.92567e-05
0.5	0.864188	3.64032e-05
0.6	0.846694	2.23918e-05
0.7	0.831245	1.37891e-05
0.8	0.817533	8.50042e-06
0.9	0.805311	5.24521e-06
1	0.794374	3.23942e-06
1.1	0.784553	2.00228e-06
1.2	0.775707	1.23852e-06
1.3	0.767716	7.66623e-07
1.4	0.760479	4.74825e-07
1.5	0.753911	2.94264e-07
1.6	0.747938	1.82463e-07
1.7	0.742494	1.13195e-07
1.8	0.737525	7.02549e-08
1.9	0.732983	4.36224e-08
2	0.728823	2.70965e-08
2.1	0.725011	1.68374e-08
2.2	0.721511	1.0466e-08
2.3	0.718295	6.50758e-09
2.4	0.715338	4.04748e-09
2.5	0.712614	2.51805e-09
2.6	0.710105	1.56694e-09
2.7	0.707792	9.75302e-10
2.8	0.705656	6.07181e-10
2.9	0.703685	3.78079e-10
3	0.701863	2.35465e-10
3.1	0.700178	1.46671e-10
3.2	0.69862	9.13754e-11
3.3	0.697178	5.69349e-11
3.4	0.695843	3.54803e-11
3.5	0.694606	2.21131e-11
3.6	0.69346	1.37837e-11
3.7	0.692397	8.59263e-12
3.8	0.691412	5.35713e-12
3.9	0.690498	3.34025e-12
4	0.68965	2.08288e-12
4.1	0.688863	1.29892e-12
4.2	0.688133	8.10096e-13
4.3	0.687455	5.05266e-13
4.4	0.686825	3.15161e-13
4.5	0.68624	1.96594e-13
4.6	0.685696	1.22641e-13
4.7	0.685191	7.65104e-14
4.8	0.684721	4.7734e-14
4.9	0.684285	2.97821e-14
5	0.683879	1.85824e-14
5.1	0.683502	1.15948e-14
5.2	0.683151	7.23508e-15
5.3	0.682825	4.51479e-15
5.4	0.682521	2.81738e-15
5.5	0.682239	1.75819e-15
5.6	0.681976	1.09723e-15
5.7	0.681732	6.84767e-16
5.8	0.681505	4.27364e-16
5.9	0.681293	2.66724e-16
6	0.681097	1.6647e-16
6.1	0.680914	1.039e-16
6.2	0.680743	6.48494e-17
6.3	0.680585	4.04764e-17
6.4	0.680437	2.52642e-17
6.5	0.6803	1.57694e-17
6.6	0.680172	9.84308e-18
6.7	0.680053	6.14402e-18
6.8	0.679942	3.83512e-18
6.9	0.679839	2.39392e-18
7	0.679743	1.49432e-18
7.1	0.679653	9.32791e-19
7.2	0.67957	5.82274e-19
7.3	0.679493	3.63475e-19
7.4	0.679421	2.26895e-19
7.5	0.679353	1.41637e-19
7.6	0.679291	8.84167e-20
7.7	0.679233	5.51942e-20
7.8	0.679178	3.44552e-20
7.9	0.679128	2.15089e-20
8	0.679081	1.34272e-20
8.1	0.679037	8.38209e-21
8.2	0.678996	5.23265e-21
8.3	0.678958	3.26658e-21
8.4	0.678923	2.03923e-21
8.5	0.67889	1.27304e-21
8.6	0.678859	7.94726e-22
8.7	0.678831	4.96129e-22
8.8	0.678804	3.09723e-22
8.9	0.67878	1.93354e-22
9	0.678757	1.20707e-22
9.1	0.678735	7.53557e-23
9.2	0.678715	4.70434e-23
9.3	0.678696	2.93685e-23
9.4	0.678679	1.83344e-23
9.5	0.678663	1.14459e-23
9.6	0.678648	7.14558e-24
9.7	0.678634	4.46092e-24
9.8	0.678621	2.78491e-24
9.9	0.678609	1.7386e-24
10	0.678597	1.0859e-24
0.1	0.9	0	7.47853	1	0.000422221
0.1	0.9	0.0001	7.47824	0.999961	0.000422221
0.1	0.9	0.0002	7.47794	0.999922	0.000422012
0.1	0.9	0.0003	7.47765	0.999882	0.000421803
0.1	0.9	0.0004	7.47736	0.999843	0.000421595
0.1	0.9	0.0005	7.47707	0.999804	0.000421386
0.1	0.9	0.0006	7.47677	0.999765	0.000421178
0.1	0.9	0.0007	7.47648	0.999726	0.00042097
0.1	0.9	0.0008	7.47619	0.999687	0.000420761
0.1	0.9	0.0009	7.47589	0.999648	0.000420553
0.1	0.9	0.1	7.2089	0.963946	0.000257853
0.1	0.9	0.2	6.97954	0.933277	0.000157685
0.1	0.9	0.3	6.78251	0.906931	9.65904e-05
0.1	0.9	0.4	6.61181	0.884106	5.92567e-05
0.1	0.9	0.5	6.46285	0.864188	3.64032e-05
0.1	0.9	0.6	6.33203	0.846694	2.23918e-05
0.1	0.9	0.7	6.21649	0.831245	1.37891e-05
0.1	0.9	0.8	6.11395	0.817533	8.50042e-06
0.1	0.9	0.9	6.02254	0.805311	5.24521e-06
0.1	0.9	1	5.94075	0.794374	3.23942e-06
0.1	0.9	1.1	5.8673	0.784553	2.00228e-06
0.1	0.9	1.2	5.80114	0.775707	1.23852e-06
0.1	0.9	1.3	5.74138	0.767716	7.66623e-07
0.1	0.9	1.4	5.68727	0.760479	4.74825e-07
0.1	0.9	1.5	5.63815	0.753911	2.94264e-07
0.1	0.9	1.6	5.59348	0.747938	1.82463e-07
0.1	0.9	1.7	5.55277	0.742494	1.13195e-07
0.1	0.9	1.8	5.51561	0.737525	7.02549e-08
0.1	0.9	1.9	5.48163	0.732983	4.36224e-08
0.1	0.9	2	5.45053	0.728823	2.70965e-08
0.1	0.9	2.1	5.42201	0.725011	1.68374e-08
0.1	0.9	2.2	5.39584	0.721511	1.0466e-08
0.1	0.9	2.3	5.37179	0.718295	6.50758e-09
0.1	0.9	2.4	5.34967	0.715338	4.04748e-09
0.1	0.9	2.5	5.32931	0.712614	2.51805e-09
0.1	0.9	2.6	5.31054	0.710105	1.56694e-09
0.1	0.9	2.7	5.29324	0.707792	9.75302e-10
0.1	0.9	2.8	5.27727	0.705656	6.07181e-10
0.1	0.9	2.9	5.26253	0.703685	3.78079e-10
0.1	0.9	3	5.2489	0.701863	2.35465e-10
0.1	0.9	3.1	5.2363	0.700178	1.46671e-10
0.1	0.9	3.2	5.22465	0.69862	9.13754e-11
0.1	0.9	3.3	5.21387	0.697178	5.69349e-11
0.1	0.9	3.4	5.20388	0.695843	3.54803e-11
0.1	0.9	3.5	5.19463	0.694606	2.21131e-11
0.1	0.9	3.6	5.18606	0.69346	1.37837e-11
0.1	0.9	3.7	5.17811	0.692397	8.59263e-12
0.1	0.9	3.8	5.17075	0.691412	5.35713e-12
0.1	0.9	3.9	5.16391	0.690498	3.34025e-12
0.1	0.9	4	5.15757	0.68965	2.08288e-12
0.1	0.9	4.1	5.15169	0.688863	1.29892e-12
0.1	0.9	4.2	5.14622	0.688133	8.10096e-13
0.1	0.9	4.3	5.14115	0.687455	5.05266e-13
0.1	0.9	4.4	5.13644	0.686825	3.15161e-13
0.1	0.9	4.5	5.13206	0.68624	1.96594e-13
0.1	0.9	4.6	5.128	0.685696	1.22641e-13
0.1	0.9	4.7	5.12422	0.685191	7.65104e-14
0.1	0.9	4.8	5.12071	0.684721	4.7734e-14
0.1	0.9	4.9	5.11744	0.684285	2.97821e-14
0.1	0.9	5	5.11441	0.683879	1.85824e-14
0.1	0.9	5.1	5.11159	0.683502	1.15948e-14
0.1	0.9	5.2	5.10896	0.683151	7.23508e-15
0.1	0.9	5.3	5.10652	0.682825	4.51479e-15
0.1	0.9	5.4	5.10426	0.682521	2.81738e-15
0.1	0.9	5.5	5.10214	0.682239	1.75819e-15
0.1	0.9	5.6	5.10018	0.681976	1.09723e-15
0.1	0.9	5.7	5.09835	0.681732	6.84767e-16
0.1	0.9	5.8	5.09666	0.681505	4.27364e-16
0.1	0.9	5.9	5.09507	0.681293	2.66724e-16
0.1	0.9	6	5.0936	0.681097	1.6647e-16
0.1	0.9	6.1	5.09223	0.680914	1.039e-16
0.1	0.9	6.2	5.09096	0.680743	6.48494e-17
0.1	0.9	6.3	5.08977	0.680585	4.04764e-17
0.1	0.9	6.4	5.08867	0.680437	2.52642e-17
0.1	0.9	6.5	5.08764	0.6803	1.57694e-17
0.1	0.9	6.6	5.08669	0.680172	9.84308e-18
0.1	0.9	6.7	5.08579	0.680053	6.14402e-18
0.1	0.9	6.8	5.08497	0.679942	3.83512e-18
0.1	0.9	6.9	5.08419	0.679839	2.39392e-18
0.1	0.9	7	5.08348	0.679743	1.49432e-18
0.1	0.9	7.1	5.08281	0.679653	9.32791e-19
0.1	0.9	7.2	5.08219	0.67957	5.82274e-19
0.1	0.9	7.3	5.08161	0.679493	3.63475e-19
0.1	0.9	7.4	5.08107	0.679421	2.26895e-19
0.1	0.9	7.5	5.08056	0.679353	1.41637e-19
0.1	0.9	7.6	5.0801	0.679291	8.84167e-20
0.1	0.9	7.7	5.07966	0.679233	5.51942e-20
0.1	0.9	7.8	5.07926	0.679178	3.44552e-20
0.1	0.9	7.9	5.07888	0.679128	2.15089e-20
0.1	0.9	8	5.07853	0.679081	1.34272e-20
0.1	0.9	8.1	5.0782	0.679037	8.38209e-21
0.1	0.9	8.2	5.07789	0.678996	5.23265e-21
0.1	0.9	8.3	5.07761	0.678958	3.26658e-21
0.1	0.9	8.4	5.07735	0.678923	2.03923e-21
0.1	0.9	8.5	5.0771	0.67889	1.27304e-21
0.1	0.9	8.6	5.07687	0.678859	7.94726e-22
0.1	0.9	8.7	5.07666	0.678831	4.96129e-22
0.1	0.9	8.8	5.07646	0.678804	3.09723e-22
0.1	0.9	8.9	5.07627	0.67878	1.93354e-22
0.1	0.9	9	5.0761	0.678757	1.20707e-22
0.1	0.9	9.1	5.07594	0.678735	7.53557e-23
0.1	0.9	9.2	5.07579	0.678715	4.70434e-23
0.1	0.9	9.3	5.07565	0.678696	2.93685e-23
0.1	0.9	9.4	5.07552	0.678679	1.83344e-23
0.1	0.9	9.5	5.0754	0.678663	1.14459e-23
0.1	0.9	9.6	5.07529	0.678648	7.14558e-24
0.1	0.9	9.7	5.07518	0.678634	4.46092e-24
0.1	0.9	9.8	5.07509	0.678621	2.78491e-24
0.1	0.9	9.9	5.075	0.678609	1.7386e-24
0.1	0.9	10	5.07491	0.678597	1.0859e-24

 n = 4	t = 4.000000e-13

T/Tc	1-T/Tc	l	K	K/K0	G

After adjusting G:
0	1	0.000422221
0.0001	0.999961	0.000422221
0.0002	0.999922	0.000422012
0.0003	0.999882	0.000421803
0.0004	0.999843	0.000421595
0.0005	0.999804	0.000421386
0.0006	0.999765	0.000421178
0.0007	0.999726	0.00042097
0.0008	0.999687	0.000420761
0.0009	0.999648	0.000420553
0.1	0.963946	0.000257853
0.2	0.933277	0.000157685
0.3	0.906931	9.65904e-05
0.4	0.884106	5.92567e-05
0.5	0.864188	3.64032e-05
0.6	0.846694	2.23918e-05
0.7	0.831245	1.37891e-05
0.8	0.817533	8.50042e-06
0.9	0.805311	5.24521e-06
1	0.794374	3.23942e-06
1.1	0.784553	2.00228e-06
1.2	0.775707	1.23852e-06
1.3	0.767716	7.66623e-07
1.4	0.760479	4.74825e-07
1.5	0.753911	2.94264e-07
1.6	0.747938	1.82463e-07
1.7	0.742494	1.13195e-07
1.8	0.737525	7.02549e-08
1.9	0.732983	4.36224e-08
2	0.728823	2.70965e-08
2.1	0.725011	1.68374e-08
2.2	0.721511	1.0466e-08
2.3	0.718295	6.50758e-09
2.4	0.715338	4.04748e-09
2.5	0.712614	2.51805e-09
2.6	0.710105	1.56694e-09
2.7	0.707792	9.75302e-10
2.8	0.705656	6.07181e-10
2.9	0.703685	3.78079e-10
3	0.701863	2.35465e-10
3.1	0.700178	1.46671e-10
3.2	0.69862	9.13754e-11
3.3	0.697178	5.69349e-11
3.4	0.695843	3.54803e-11
3.5	0.694606	2.21131e-11
3.6	0.69346	1.37837e-11
3.7	0.692397	8.59263e-12
3.8	0.691412	5.35713e-12
3.9	0.690498	3.34025e-12
4	0.68965	2.08288e-12
4.1	0.688863	1.29892e-12
4.2	0.688133	8.10096e-13
4.3	0.687455	5.05266e-13
4.4	0.686825	3.15161e-13
4.5	0.68624	1.96594e-13
4.6	0.685696	1.22641e-13
4.7	0.685191	7.65104e-14
4.8	0.684721	4.7734e-14
4.9	0.684285	2.97821e-14
5	0.683879	1.85824e-14
5.1	0.683502	1.15948e-14
5.2	0.683151	7.23508e-15
5.3	0.682825	4.51479e-15
5.4	0.682521	2.81738e-15
5.5	0.682239	1.75819e-15
5.6	0.681976	1.09723e-15
5.7	0.681732	6.84767e-16
5.8	0.681505	4.27364e-16
5.9	0.681293	2.66724e-16
6	0.681097	1.6647e-16
6.1	0.680914	1.039e-16
6.2	0.680743	6.48494e-17
6.3	0.680585	4.04764e-17
6.4	0.680437	2.52642e-17
6.5	0.6803	1.57694e-17
6.6	0.680172	9.84308e-18
6.7	0.680053	6.14402e-18
6.8	0.679942	3.83512e-18
6.9	0.679839	2.39392e-18
7	0.679743	1.49432e-18
7.1	0.679653	9.32791e-19
7.2	0.67957	5.82274e-19
7.3	0.679493	3.63475e-19
7.4	0.679421	2.26895e-19
7.5	0.679353	1.41637e-19
7.6	0.679291	8.84167e-20
7.7	0.679233	5.51942e-20
7.8	0.679178	3.44552e-20
7.9	0.679128	2.15089e-20
8	0.679081	1.34272e-20
8.1	0.679037	8.38209e-21
8.2	0.678996	5.23265e-21
8.3	0.678958	3.26658e-21
8.4	0.678923	2.03923e-21
8.5	0.67889	1.27304e-21
8.6	0.678859	7.94726e-22
8.7	0.678831	4.96129e-22
8.8	0.678804	3.09723e-22
8.9	0.67878	1.93354e-22
9	0.678757	1.20707e-22
9.1	0.678735	7.53557e-23
9.2	0.678715	4.70434e-23
9.3	0.678696	2.93685e-23
9.4	0.678679	1.83344e-23
9.5	0.678663	1.14459e-23
9.6	0.678648	7.14558e-24
9.7	0.678634	4.46092e-24
9.8	0.678621	2.78491e-24
9.9	0.678609	1.7386e-24
10	0.678597	1.0859e-24
0.1	0.9	0	7.47853	1	0.000422221
0.1	0.9	0.0001	7.47824	0.999961	0.000422221
0.1	0.9	0.0002	7.47794	0.999922	0.000422012
0.1	0.9	0.0003	7.47765	0.999882	0.000421803
0.1	0.9	0.0004	7.47736	0.999843	0.000421595
0.1	0.9	0.0005	7.47707	0.999804	0.000421386
0.1	0.9	0.0006	7.47677	0.999765	0.000421178
0.1	0.9	0.0007	7.47648	0.999726	0.00042097
0.1	0.9	0.0008	7.47619	0.999687	0.000420761
0.1	0.9	0.0009	7.47589	0.999648	0.000420553
0.1	0.9	0.1	7.2089	0.963946	0.000257853
0.1	0.9	0.2	6.97954	0.933277	0.000157685
0.1	0.9	0.3	6.78251	0.906931	9.65904e-05
0.1	0.9	0.4	6.61181	0.884106	5.92567e-05
0.1	0.9	0.5	6.46285	0.864188	3.64032e-05
0.1	0.9	0.6	6.33203	0.846694	2.23918e-05
0.1	0.9	0.7	6.21649	0.831245	1.37891e-05
0.1	0.9	0.8	6.11395	0.817533	8.50042e-06
0.1	0.9	0.9	6.02254	0.805311	5.24521e-06
0.1	0.9	1	5.94075	0.794374	3.23942e-06
0.1	0.9	1.1	5.8673	0.784553	2.00228e-06
0.1	0.9	1.2	5.80114	0.775707	1.23852e-06
0.1	0.9	1.3	5.74138	0.767716	7.66623e-07
0.1	0.9	1.4	5.68727	0.760479	4.74825e-07
0.1	0.9	1.5	5.63815	0.753911	2.94264e-07
0.1	0.9	1.6	5.59348	0.747938	1.82463e-07
0.1	0.9	1.7	5.55277	0.742494	1.13195e-07
0.1	0.9	1.8	5.51561	0.737525	7.02549e-08
0.1	0.9	1.9	5.48163	0.732983	4.36224e-08
0.1	0.9	2	5.45053	0.728823	2.70965e-08
0.1	0.9	2.1	5.42201	0.725011	1.68374e-08
0.1	0.9	2.2	5.39584	0.721511	1.0466e-08
0.1	0.9	2.3	5.37179	0.718295	6.50758e-09
0.1	0.9	2.4	5.34967	0.715338	4.04748e-09
0.1	0.9	2.5	5.32931	0.712614	2.51805e-09
0.1	0.9	2.6	5.31054	0.710105	1.56694e-09
0.1	0.9	2.7	5.29324	0.707792	9.75302e-10
0.1	0.9	2.8	5.27727	0.705656	6.07181e-10
0.1	0.9	2.9	5.26253	0.703685	3.78079e-10
0.1	0.9	3	5.2489	0.701863	2.35465e-10
0.1	0.9	3.1	5.2363	0.700178	1.46671e-10
0.1	0.9	3.2	5.22465	0.69862	9.13754e-11
0.1	0.9	3.3	5.21387	0.697178	5.69349e-11
0.1	0.9	3.4	5.20388	0.695843	3.54803e-11
0.1	0.9	3.5	5.19463	0.694606	2.21131e-11
0.1	0.9	3.6	5.18606	0.69346	1.37837e-11
0.1	0.9	3.7	5.17811	0.692397	8.59263e-12
0.1	0.9	3.8	5.17075	0.691412	5.35713e-12
0.1	0.9	3.9	5.16391	0.690498	3.34025e-12
0.1	0.9	4	5.15757	0.68965	2.08288e-12
0.1	0.9	4.1	5.15169	0.688863	1.29892e-12
0.1	0.9	4.2	5.14622	0.688133	8.10096e-13
0.1	0.9	4.3	5.14115	0.687455	5.05266e-13
0.1	0.9	4.4	5.13644	0.686825	3.15161e-13
0.1	0.9	4.5	5.13206	0.68624	1.96594e-13
0.1	0.9	4.6	5.128	0.685696	1.22641e-13
0.1	0.9	4.7	5.12422	0.685191	7.65104e-14
0.1	0.9	4.8	5.12071	0.684721	4.7734e-14
0.1	0.9	4.9	5.11744	0.684285	2.97821e-14
0.1	0.9	5	5.11441	0.683879	1.85824e-14
0.1	0.9	5.1	5.11159	0.683502	1.15948e-14
0.1	0.9	5.2	5.10896	0.683151	7.23508e-15
0.1	0.9	5.3	5.10652	0.682825	4.51479e-15
0.1	0.9	5.4	5.10426	0.682521	2.81738e-15
0.1	0.9	5.5	5.10214	0.682239	1.75819e-15
0.1	0.9	5.6	5.10018	0.681976	1.09723e-15
0.1	0.9	5.7	5.09835	0.681732	6.84767e-16
0.1	0.9	5.8	5.09666	0.681505	4.27364e-16
0.1	0.9	5.9	5.09507	0.681293	2.66724e-16
0.1	0.9	6	5.0936	0.681097	1.6647e-16
0.1	0.9	6.1	5.09223	0.680914	1.039e-16
0.1	0.9	6.2	5.09096	0.680743	6.48494e-17
0.1	0.9	6.3	5.08977	0.680585	4.04764e-17
0.1	0.9	6.4	5.08867	0.680437	2.52642e-17
0.1	0.9	6.5	5.08764	0.6803	1.57694e-17
0.1	0.9	6.6	5.08669	0.680172	9.84308e-18
0.1	0.9	6.7	5.08579	0.680053	6.14402e-18
0.1	0.9	6.8	5.08497	0.679942	3.83512e-18
0.1	0.9	6.9	5.08419	0.679839	2.39392e-18
0.1	0.9	7	5.08348	0.679743	1.49432e-18
0.1	0.9	7.1	5.08281	0.679653	9.32791e-19
0.1	0.9	7.2	5.08219	0.67957	5.82274e-19
0.1	0.9	7.3	5.08161	0.679493	3.63475e-19
0.1	0.9	7.4	5.08107	0.679421	2.26895e-19
0.1	0.9	7.5	5.08056	0.679353	1.41637e-19
0.1	0.9	7.6	5.0801	0.679291	8.84167e-20
0.1	0.9	7.7	5.07966	0.679233	5.51942e-20
0.1	0.9	7.8	5.07926	0.679178	3.44552e-20
0.1	0.9	7.9	5.07888	0.679128	2.15089e-20
0.1	0.9	8	5.07853	0.679081	1.34272e-20
0.1	0.9	8.1	5.0782	0.679037	8.38209e-21
0.1	0.9	8.2	5.07789	0.678996	5.23265e-21
0.1	0.9	8.3	5.07761	0.678958	3.26658e-21
0.1	0.9	8.4	5.07735	0.678923	2.03923e-21
0.1	0.9	8.5	5.0771	0.67889	1.27304e-21
0.1	0.9	8.6	5.07687	0.678859	7.94726e-22
0.1	0.9	8.7	5.07666	0.678831	4.96129e-22
0.1	0.9	8.8	5.07646	0.678804	3.09723e-22
0.1	0.9	8.9	5.07627	0.67878	1.93354e-22
0.1	0.9	9	5.0761	0.678757	1.20707e-22
0.1	0.9	9.1	5.07594	0.678735	7.53557e-23
0.1	0.9	9.2	5.07579	0.678715	4.70434e-23
0.1	0.9	9.3	5.07565	0.678696	2.93685e-23
0.1	0.9	9.4	5.07552	0.678679	1.83344e-23
0.1	0.9	9.5	5.0754	0.678663	1.14459e-23
0.1	0.9	9.6	5.07529	0.678648	7.14558e-24
0.1	0.9	9.7	5.07518	0.678634	4.46092e-24
0.1	0.9	9.8	5.07509	0.678621	2.78491e-24
0.1	0.9	9.9	5.075	0.678609	1.7386e-24
0.1	0.9	10	5.07491	0.678597	1.0859e-24

 n = 5	t = 5.000000e-13

T/Tc	1-T/Tc	l	K	K/K0	G

After adjusting G:
0	1	0.000422221
0.0001	0.999961	0.000422221
0.0002	0.999922	0.000422012
0.0003	0.999882	0.000421803
0.0004	0.999843	0.000421595
0.0005	0.999804	0.000421386
0.0006	0.999765	0.000421178
0.0007	0.999726	0.00042097
0.0008	0.999687	0.000420761
0.0009	0.999648	0.000420553
0.1	0.963946	0.000257853
0.2	0.933277	0.000157685
0.3	0.906931	9.65904e-05
0.4	0.884106	5.92567e-05
0.5	0.864188	3.64032e-05
0.6	0.846694	2.23918e-05
0.7	0.831245	1.37891e-05
0.8	0.817533	8.50042e-06
0.9	0.805311	5.24521e-06
1	0.794374	3.23942e-06
1.1	0.784553	2.00228e-06
1.2	0.775707	1.23852e-06
1.3	0.767716	7.66623e-07
1.4	0.760479	4.74825e-07
1.5	0.753911	2.94264e-07
1.6	0.747938	1.82463e-07
1.7	0.742494	1.13195e-07
1.8	0.737525	7.02549e-08
1.9	0.732983	4.36224e-08
2	0.728823	2.70965e-08
2.1	0.725011	1.68374e-08
2.2	0.721511	1.0466e-08
2.3	0.718295	6.50758e-09
2.4	0.715338	4.04748e-09
2.5	0.712614	2.51805e-09
2.6	0.710105	1.56694e-09
2.7	0.707792	9.75302e-10
2.8	0.705656	6.07181e-10
2.9	0.703685	3.78079e-10
3	0.701863	2.35465e-10
3.1	0.700178	1.46671e-10
3.2	0.69862	9.13754e-11
3.3	0.697178	5.69349e-11
3.4	0.695843	3.54803e-11
3.5	0.694606	2.21131e-11
3.6	0.69346	1.37837e-11
3.7	0.692397	8.59263e-12
3.8	0.691412	5.35713e-12
3.9	0.690498	3.34025e-12
4	0.68965	2.08288e-12
4.1	0.688863	1.29892e-12
4.2	0.688133	8.10096e-13
4.3	0.687455	5.05266e-13
4.4	0.686825	3.15161e-13
4.5	0.68624	1.96594e-13
4.6	0.685696	1.22641e-13
4.7	0.685191	7.65104e-14
4.8	0.684721	4.7734e-14
4.9	0.684285	2.97821e-14
5	0.683879	1.85824e-14
5.1	0.683502	1.15948e-14
5.2	0.683151	7.23508e-15
5.3	0.682825	4.51479e-15
5.4	0.682521	2.81738e-15
5.5	0.682239	1.75819e-15
5.6	0.681976	1.09723e-15
5.7	0.681732	6.84767e-16
5.8	0.681505	4.27364e-16
5.9	0.681293	2.66724e-16
6	0.681097	1.6647e-16
6.1	0.680914	1.039e-16
6.2	0.680743	6.48494e-17
6.3	0.680585	4.04764e-17
6.4	0.680437	2.52642e-17
6.5	0.6803	1.57694e-17
6.6	0.680172	9.84308e-18
6.7	0.680053	6.14402e-18
6.8	0.679942	3.83512e-18
6.9	0.679839	2.39392e-18
7	0.679743	1.49432e-18
7.1	0.679653	9.32791e-19
7.2	0.67957	5.82274e-19
7.3	0.679493	3.63475e-19
7.4	0.679421	2.26895e-19
7.5	0.679353	1.41637e-19
7.6	0.679291	8.84167e-20
7.7	0.679233	5.51942e-20
7.8	0.679178	3.44552e-20
7.9	0.679128	2.15089e-20
8	0.679081	1.34272e-20
8.1	0.679037	8.38209e-21
8.2	0.678996	5.23265e-21
8.3	0.678958	3.26658e-21
8.4	0.678923	2.03923e-21
8.5	0.67889	1.27304e-21
8.6	0.678859	7.94726e-22
8.7	0.678831	4.96129e-22
8.8	0.678804	3.09723e-22
8.9	0.67878	1.93354e-22
9	0.678757	1.20707e-22
9.1	0.678735	7.53557e-23
9.2	0.678715	4.70434e-23
9.3	0.678696	2.93685e-23
9.4	0.678679	1.83344e-23
9.5	0.678663	1.14459e-23
9.6	0.678648	7.14558e-24
9.7	0.678634	4.46092e-24
9.8	0.678621	2.78491e-24
9.9	0.678609	1.7386e-24
10	0.678597	1.0859e-24
0.1	0.9	0	7.47853	1	0.000422221
0.1	0.9	0.0001	7.47824	0.999961	0.000422221
0.1	0.9	0.0002	7.47794	0.999922	0.000422012
0.1	0.9	0.0003	7.47765	0.999882	0.000421803
0.1	0.9	0.0004	7.47736	0.999843	0.000421595
0.1	0.9	0.0005	7.47707	0.999804	0.000421386
0.1	0.9	0.0006	7.47677	0.999765	0.000421178
0.1	0.9	0.0007	7.47648	0.999726	0.00042097
0.1	0.9	0.0008	7.47619	0.999687	0.000420761
0.1	0.9	0.0009	7.47589	0.999648	0.000420553
0.1	0.9	0.1	7.2089	0.963946	0.000257853
0.1	0.9	0.2	6.97954	0.933277	0.000157685
