T/Tc	1-T/Tc	l	K	G	K/K0
0.1	0.9	0.6	6.33203	0.846694	2.23918e-05
0.1	0.9	0.61	6.31983	0.845063	2.1331e-05
0.1	0.9	0.62	6.30778	0.843452	2.03207e-05
0.1	0.9	0.63	6.29588	0.84186	1.93585e-05
0.1	0.9	0.64	6.28412	0.840288	1.84421e-05
0.1	0.9	0.65	6.2725	0.838735	1.75692e-05
0.1	0.9	0.66	6.26103	0.8372	1.67379e-05
0.1	0.9	0.67	6.24969	0.835684	1.5946e-05
0.1	0.9	0.68	6.23849	0.834187	1.51918e-05
0.1	0.9	0.69	6.22742	0.832707	1.44734e-05
0.1	0.9	0.7	6.21649	0.831245	1.37891e-05
0.1	0.9	0.71	6.20568	0.8298	1.31373e-05
0.1	0.9	0.72	6.19501	0.828372	1.25165e-05
0.1	0.9	0.73	6.18445	0.826961	1.19251e-05
0.1	0.9	0.74	6.17403	0.825567	1.13618e-05
0.1	0.9	0.75	6.16372	0.824189	1.08251e-05
0.1	0.9	0.76	6.15353	0.822826	1.0314e-05
0.1	0.9	0.77	6.14346	0.82148	9.82706e-06
0.1	0.9	0.78	6.13351	0.820149	9.36322e-06
0.1	0.9	0.79	6.12367	0.818834	8.92135e-06
0.1	0.9	0.8	6.11395	0.817533	8.50042e-06
0.1	0.9	0.81	6.10433	0.816248	8.09943e-06
0.1	0.9	0.82	6.09483	0.814977	7.71743e-06
0.1	0.9	0.83	6.08543	0.81372	7.35351e-06
0.1	0.9	0.84	6.07614	0.812478	7.00682e-06
0.1	0.9	0.85	6.06696	0.81125	6.67654e-06
0.1	0.9	0.86	6.05787	0.810035	6.36188e-06
0.1	0.9	0.87	6.04889	0.808834	6.06211e-06
0.1	0.9	0.88	6.04001	0.807647	5.77652e-06
0.1	0.9	0.89	6.03123	0.806472	5.50443e-06
0.1	0.9	0.9	6.02254	0.805311	5.2452e-06
0.1	0.9	0.91	6.01395	0.804163	4.99823e-06
0.1	0.9	0.92	6.00546	0.803027	4.76293e-06
0.1	0.9	0.93	5.99706	0.801903	4.53874e-06
0.1	0.9	0.94	5.98875	0.800792	4.32514e-06
0.1	0.9	0.95	5.98053	0.799693	4.12163e-06
0.1	0.9	0.96	5.9724	0.798606	3.92773e-06
0.1	0.9	0.97	5.96436	0.797531	3.74298e-06
0.1	0.9	0.98	5.9564	0.796467	3.56695e-06
0.1	0.9	0.99	5.94853	0.795415	3.39923e-06
0.1	0.9	1	5.94075	0.794374	3.24046e-06

t = 3

T/Tc	1-T/Tc	l	K	K/K0	G

After adjusting G:
0	1	0.000422892
0.0001	0.999961	0.000422892
0.0002	0.999922	0.000422291
0.0003	0.999882	0.000421884
0.0004	0.999843	0.000421613
0.0005	0.999804	0.00042139
0.0006	0.999765	0.000421177
0.0007	0.999726	0.000420968
0.0008	0.999687	0.00042076
0.0009	0.999647	0.000420552
0.01	0.996115	0.000402046
0.02	0.992296	0.000382656
0.03	0.988542	0.000364208
0.04	0.98485	0.000346656
0.05	0.98122	0.000329956
0.06	0.977651	0.000314067
0.07	0.97414	0.000298949
0.08	0.970686	0.000284564
0.09	0.967289	0.000270876
0.1	0.963946	0.000257852
0.11	0.960657	0.000245458
0.12	0.95742	0.000233664
0.13	0.954234	0.000222441
0.14	0.951099	0.000211761
0.15	0.948012	0.000201597
0.16	0.944973	0.000191924
0.17	0.941981	0.000182719
0.18	0.939035	0.000173958
0.19	0.936134	0.00016562
0.2	0.933277	0.000157684
0.21	0.930463	0.000150132
0.22	0.927691	0.000142943
0.23	0.92496	0.0001361
0.24	0.92227	0.000129588
0.25	0.919619	0.000123389
0.26	0.917007	0.000117488
0.27	0.914433	0.000111871
0.28	0.911896	0.000106525
0.29	0.909395	0.000101435
0.3	0.906931	9.65903e-05
0.31	0.904501	9.19782e-05
0.32	0.902106	8.75877e-05
0.33	0.899745	8.34081e-05
0.34	0.897416	7.9429e-05
0.35	0.89512	7.56409e-05
0.36	0.892856	7.20344e-05
0.37	0.890623	6.86009e-05
0.38	0.888421	6.5332e-05
0.39	0.886249	6.22198e-05
0.4	0.884106	5.92566e-05
0.41	0.881992	5.64353e-05
0.42	0.879907	5.37491e-05
0.43	0.87785	5.11914e-05
0.44	0.87582	4.87561e-05
0.45	0.873816	4.64372e-05
0.46	0.87184	4.42293e-05
0.47	0.869889	4.21268e-05
0.48	0.867964	4.01248e-05
0.49	0.866063	3.82185e-05
0.5	0.864188	3.64032e-05
0.51	0.862336	3.46745e-05
0.52	0.860508	3.30284e-05
0.53	0.858704	3.14607e-05
0.54	0.856923	2.99679e-05
0.55	0.855164	2.85462e-05
0.56	0.853427	2.71923e-05
0.57	0.851712	2.59029e-05
0.58	0.850018	2.4675e-05
0.59	0.848346	2.35055e-05
0.6	0.846694	2.23918e-05
0.61	0.845063	2.1331e-05
0.62	0.843452	2.03207e-05
0.63	0.84186	1.93585e-05
0.64	0.840288	1.84421e-05
0.65	0.838735	1.75692e-05
0.66	0.8372	1.67379e-05
0.67	0.835684	1.5946e-05
0.68	0.834187	1.51918e-05
0.69	0.832707	1.44734e-05
0.7	0.831245	1.37891e-05
0.71	0.8298	1.31373e-05
0.72	0.828372	1.25165e-05
0.73	0.826961	1.19251e-05
0.74	0.825567	1.13618e-05
0.75	0.824189	1.08251e-05
0.76	0.822826	1.0314e-05
0.77	0.82148	9.82706e-06
0.78	0.820149	9.36321e-06
0.79	0.818834	8.92135e-06
0.8	0.817533	8.50042e-06
0.81	0.816248	8.09943e-06
0.82	0.814977	7.71743e-06
0.83	0.81372	7.35351e-06
0.84	0.812478	7.00682e-06
0.85	0.81125	6.67654e-06
0.86	0.810035	6.36188e-06
0.87	0.808834	6.06211e-06
0.88	0.807647	5.77652e-06
0.89	0.806472	5.50443e-06
0.9	0.805311	5.2452e-06
0.91	0.804163	4.99823e-06
0.92	0.803027	4.76292e-06
0.93	0.801903	4.53874e-06
0.94	0.800792	4.32514e-06
0.95	0.799693	4.12163e-06
0.96	0.798606	3.92773e-06
0.97	0.797531	3.74298e-06
0.98	0.796467	3.56695e-06
0.99	0.795415	3.39923e-06
1	0.794374	3.24023e-06
0.1	0.9	0	7.47853	1	0.000422892
0.1	0.9	0.0001	7.47824	0.999961	0.000422892
0.1	0.9	0.0002	7.47794	0.999922	0.000422291
0.1	0.9	0.0003	7.47765	0.999882	0.000421884
0.1	0.9	0.0004	7.47736	0.999843	0.000421613
0.1	0.9	0.0005	7.47706	0.999804	0.00042139
0.1	0.9	0.0006	7.47677	0.999765	0.000421177
0.1	0.9	0.0007	7.47648	0.999726	0.000420968
0.1	0.9	0.0008	7.47619	0.999687	0.00042076
0.1	0.9	0.0009	7.47589	0.999647	0.000420552
0.1	0.9	0.01	7.44947	0.996115	0.000402046
0.1	0.9	0.02	7.42091	0.992296	0.000382656
0.1	0.9	0.03	7.39284	0.988542	0.000364208
0.1	0.9	0.04	7.36523	0.98485	0.000346656
0.1	0.9	0.05	7.33809	0.98122	0.000329956
0.1	0.9	0.06	7.31139	0.977651	0.000314067
0.1	0.9	0.07	7.28513	0.97414	0.000298949
0.1	0.9	0.08	7.25931	0.970686	0.000284564
0.1	0.9	0.09	7.2339	0.967289	0.000270876
0.1	0.9	0.1	7.2089	0.963946	0.000257852
0.1	0.9	0.11	7.1843	0.960657	0.000245458
0.1	0.9	0.12	7.16009	0.95742	0.000233664
0.1	0.9	0.13	7.13627	0.954234	0.000222441
0.1	0.9	0.14	7.11282	0.951099	0.000211761
0.1	0.9	0.15	7.08974	0.948012	0.000201597
0.1	0.9	0.16	7.06701	0.944973	0.000191924
0.1	0.9	0.17	7.04464	0.941982	0.000182719
0.1	0.9	0.18	7.02261	0.939036	0.000173958
0.1	0.9	0.19	7.00091	0.936134	0.00016562
0.1	0.9	0.2	6.97954	0.933277	0.000157684
0.1	0.9	0.21	6.9585	0.930463	0.000150132
0.1	0.9	0.22	6.93776	0.927691	0.000142943
0.1	0.9	0.23	6.91734	0.92496	0.0001361
0.1	0.9	0.24	6.89722	0.92227	0.000129588
0.1	0.9	0.25	6.8774	0.919619	0.000123389
0.1	0.9	0.26	6.85786	0.917007	0.000117488
0.1	0.9	0.27	6.83861	0.914433	0.000111871
0.1	0.9	0.28	6.81964	0.911896	0.000106525
0.1	0.9	0.29	6.80094	0.909396	0.000101435
0.1	0.9	0.3	6.78251	0.906931	9.65903e-05
0.1	0.9	0.31	6.76434	0.904501	9.19782e-05
0.1	0.9	0.32	6.74643	0.902106	8.75877e-05
0.1	0.9	0.33	6.72877	0.899745	8.34081e-05
0.1	0.9	0.34	6.71136	0.897416	7.9429e-05
0.1	0.9	0.35	6.69419	0.895121	7.56409e-05
0.1	0.9	0.36	6.67725	0.892856	7.20344e-05
0.1	0.9	0.37	6.66055	0.890624	6.86009e-05
0.1	0.9	0.38	6.64408	0.888421	6.5332e-05
0.1	0.9	0.39	6.62784	0.886249	6.22198e-05
0.1	0.9	0.4	6.61182	0.884106	5.92566e-05
0.1	0.9	0.41	6.59601	0.881993	5.64353e-05
0.1	0.9	0.42	6.58041	0.879907	5.37491e-05
0.1	0.9	0.43	6.56503	0.87785	5.11914e-05
0.1	0.9	0.44	6.54984	0.87582	4.87561e-05
0.1	0.9	0.45	6.53486	0.873816	4.64372e-05
0.1	0.9	0.46	6.52008	0.87184	4.42293e-05
0.1	0.9	0.47	6.50549	0.869889	4.21268e-05
0.1	0.9	0.48	6.49109	0.867964	4.01248e-05
0.1	0.9	0.49	6.47688	0.866063	3.82185e-05
0.1	0.9	0.5	6.46285	0.864188	3.64032e-05
0.1	0.9	0.51	6.44901	0.862336	3.46745e-05
0.1	0.9	0.52	6.43534	0.860508	3.30284e-05
0.1	0.9	0.53	6.42184	0.858704	3.14607e-05
0.1	0.9	0.54	6.40852	0.856923	2.99679e-05
0.1	0.9	0.55	6.39537	0.855164	2.85462e-05
0.1	0.9	0.56	6.38238	0.853427	2.71923e-05
0.1	0.9	0.57	6.36955	0.851712	2.59029e-05
0.1	0.9	0.58	6.35689	0.850018	2.4675e-05
0.1	0.9	0.59	6.34438	0.848346	2.35055e-05
0.1	0.9	0.6	6.33203	0.846694	2.23918e-05
0.1	0.9	0.61	6.31983	0.845063	2.1331e-05
0.1	0.9	0.62	6.30778	0.843452	2.03207e-05
0.1	0.9	0.63	6.29588	0.84186	1.93585e-05
0.1	0.9	0.64	6.28412	0.840288	1.84421e-05
0.1	0.9	0.65	6.2725	0.838735	1.75692e-05
0.1	0.9	0.66	6.26103	0.8372	1.67379e-05
0.1	0.9	0.67	6.24969	0.835685	1.5946e-05
0.1	0.9	0.68	6.23849	0.834187	1.51918e-05
0.1	0.9	0.69	6.22742	0.832707	1.44734e-05
0.1	0.9	0.7	6.21649	0.831245	1.37891e-05
0.1	0.9	0.71	6.20568	0.8298	1.31373e-05
0.1	0.9	0.72	6.19501	0.828372	1.25165e-05
0.1	0.9	0.73	6.18445	0.826961	1.19251e-05
0.1	0.9	0.74	6.17403	0.825567	1.13618e-05
0.1	0.9	0.75	6.16372	0.824189	1.08251e-05
0.1	0.9	0.76	6.15353	0.822826	1.0314e-05
0.1	0.9	0.77	6.14346	0.82148	9.82706e-06
0.1	0.9	0.78	6.13351	0.820149	9.36321e-06
0.1	0.9	0.79	6.12367	0.818834	8.92135e-06
0.1	0.9	0.8	6.11395	0.817533	8.50042e-06
0.1	0.9	0.81	6.10433	0.816248	8.09943e-06
0.1	0.9	0.82	6.09483	0.814977	7.71743e-06
0.1	0.9	0.83	6.08543	0.81372	7.35351e-06
0.1	0.9	0.84	6.07614	0.812478	7.00682e-06
0.1	0.9	0.85	6.06696	0.81125	6.67654e-06
0.1	0.9	0.86	6.05787	0.810035	6.36188e-06
0.1	0.9	0.87	6.04889	0.808834	6.06211e-06
0.1	0.9	0.88	6.04001	0.807647	5.77652e-06
0.1	0.9	0.89	6.03123	0.806473	5.50443e-06
0.1	0.9	0.9	6.02254	0.805311	5.2452e-06
0.1	0.9	0.91	6.01395	0.804163	4.99823e-06
0.1	0.9	0.92	6.00546	0.803027	4.76292e-06
0.1	0.9	0.93	5.99706	0.801903	4.53874e-06
0.1	0.9	0.94	5.98875	0.800792	4.32514e-06
0.1	0.9	0.95	5.98053	0.799693	4.12163e-06
0.1	0.9	0.96	5.9724	0.798606	3.92773e-06
0.1	0.9	0.97	5.96436	0.797531	3.74298e-06
0.1	0.9	0.98	5.9564	0.796467	3.56695e-06
0.1	0.9	0.99	5.94854	0.795415	3.39923e-06
0.1	0.9	1	5.94075	0.794374	3.24023e-06

t = 4

T/Tc	1-T/Tc	l	K	K/K0	G

After adjusting G:
0	1	0.000423026
0.0001	0.999961	0.000423026
0.0002	0.999922	0.000422398
0.0003	0.999882	0.000421945
0.0004	0.999843	0.000421643
0.0005	0.999804	0.000421398
0.0006	0.999765	0.000421179
0.0007	0.999726	0.000420968
0.0008	0.999687	0.000420759
0.0009	0.999647	0.000420551
0.01	0.996115	0.000402046
0.02	0.992296	0.000382655
0.03	0.988542	0.000364207
0.04	0.98485	0.000346655
0.05	0.98122	0.000329956
0.06	0.977651	0.000314067
0.07	0.97414	0.000298949
0.08	0.970686	0.000284564
0.09	0.967289	0.000270876
0.1	0.963946	0.000257852
0.11	0.960657	0.000245458
0.12	0.95742	0.000233664
0.13	0.954234	0.000222441
0.14	0.951099	0.000211761
0.15	0.948012	0.000201597
0.16	0.944973	0.000191924
0.17	0.941982	0.000182719
0.18	0.939036	0.000173958
0.19	0.936134	0.00016562
0.2	0.933277	0.000157684
0.21	0.930463	0.000150131
0.22	0.927691	0.000142943
0.23	0.92496	0.0001361
0.24	0.92227	0.000129588
0.25	0.919619	0.000123388
0.26	0.917007	0.000117488
0.27	0.914433	0.000111871
0.28	0.911896	0.000106524
0.29	0.909396	0.000101435
0.3	0.906931	9.65902e-05
0.31	0.904501	9.19782e-05
0.32	0.902106	8.75877e-05
0.33	0.899745	8.3408e-05
0.34	0.897416	7.94289e-05
0.35	0.895121	7.56408e-05
0.36	0.892856	7.20344e-05
0.37	0.890624	6.86009e-05
0.38	0.888421	6.5332e-05
0.39	0.886249	6.22197e-05
0.4	0.884106	5.92566e-05
0.41	0.881993	5.64353e-05
0.42	0.879907	5.3749e-05
0.43	0.87785	5.11914e-05
0.44	0.87582	4.87561e-05
0.45	0.873816	4.64372e-05
0.46	0.87184	4.42293e-05
0.47	0.869889	4.21268e-05
0.48	0.867964	4.01248e-05
0.49	0.866063	3.82185e-05
0.5	0.864188	3.64032e-05
0.51	0.862336	3.46745e-05
0.52	0.860508	3.30283e-05
0.53	0.858704	3.14607e-05
0.54	0.856923	2.99679e-05
0.55	0.855164	2.85462e-05
0.56	0.853427	2.71923e-05
0.57	0.851712	2.59029e-05
0.58	0.850018	2.4675e-05
0.59	0.848346	2.35055e-05
0.6	0.846694	2.23918e-05
0.61	0.845063	2.1331e-05
0.62	0.843452	2.03207e-05
0.63	0.84186	1.93585e-05
0.64	0.840288	1.84421e-05
0.65	0.838735	1.75692e-05
0.66	0.8372	1.67379e-05
0.67	0.835685	1.5946e-05
0.68	0.834187	1.51918e-05
0.69	0.832707	1.44734e-05
0.7	0.831245	1.37891e-05
0.71	0.8298	1.31373e-05
0.72	0.828372	1.25165e-05
0.73	0.826961	1.19251e-05
0.74	0.825567	1.13618e-05
0.75	0.824189	1.08251e-05
0.76	0.822826	1.0314e-05
0.77	0.82148	9.82706e-06
0.78	0.820149	9.36321e-06
0.79	0.818834	8.92135e-06
0.8	0.817533	8.50042e-06
0.81	0.816248	8.09943e-06
0.82	0.814977	7.71742e-06
0.83	0.81372	7.35351e-06
0.84	0.812478	7.00682e-06
0.85	0.81125	6.67654e-06
0.86	0.810035	6.36188e-06
0.87	0.808834	6.06211e-06
0.88	0.807647	5.77652e-06
0.89	0.806473	5.50443e-06
0.9	0.805311	5.2452e-06
0.91	0.804163	4.99823e-06
0.92	0.803027	4.76292e-06
0.93	0.801903	4.53874e-06
0.94	0.800792	4.32514e-06
0.95	0.799693	4.12163e-06
0.96	0.798606	3.92773e-06
0.97	0.797531	3.74298e-06
0.98	0.796467	3.56695e-06
0.99	0.795415	3.39923e-06
1	0.794374	3.24002e-06
0.1	0.9	0	7.47853	1	0.000423026
0.1	0.9	0.0001	7.47824	0.999961	0.000423026
0.1	0.9	0.0002	7.47794	0.999922	0.000422398
0.1	0.9	0.0003	7.47765	0.999882	0.000421945
0.1	0.9	0.0004	7.47736	0.999843	0.000421643
0.1	0.9	0.0005	7.47706	0.999804	0.000421398
0.1	0.9	0.0006	7.47677	0.999765	0.000421179
0.1	0.9	0.0007	7.47648	0.999726	0.000420968
0.1	0.9	0.0008	7.47619	0.999687	0.000420759
0.1	0.9	0.0009	7.47589	0.999647	0.000420551
0.1	0.9	0.01	7.44947	0.996115	0.000402046
0.1	0.9	0.02	7.42091	0.992296	0.000382655
0.1	0.9	0.03	7.39284	0.988541	0.000364207
0.1	0.9	0.04	7.36523	0.98485	0.000346655
0.1	0.9	0.05	7.33809	0.98122	0.000329956
0.1	0.9	0.06	7.31139	0.977651	0.000314067
0.1	0.9	0.07	7.28513	0.97414	0.000298949
0.1	0.9	0.08	7.25931	0.970686	0.000284564
0.1	0.9	0.09	7.2339	0.967289	0.000270876
0.1	0.9	0.1	7.2089	0.963946	0.000257852
0.1	0.9	0.11	7.1843	0.960657	0.000245458
0.1	0.9	0.12	7.16009	0.95742	0.000233664
0.1	0.9	0.13	7.13627	0.954234	0.000222441
0.1	0.9	0.14	7.11282	0.951099	0.000211761
0.1	0.9	0.15	7.08974	0.948012	0.000201597
0.1	0.9	0.16	7.06701	0.944973	0.000191924
0.1	0.9	0.17	7.04464	0.941982	0.000182719
0.1	0.9	0.18	7.02261	0.939036	0.000173958
0.1	0.9	0.19	7.00091	0.936134	0.00016562
0.1	0.9	0.2	6.97954	0.933277	0.000157684
0.1	0.9	0.21	6.9585	0.930463	0.000150131
0.1	0.9	0.22	6.93776	0.927691	0.000142943
0.1	0.9	0.23	6.91734	0.92496	0.0001361
0.1	0.9	0.24	6.89722	0.92227	0.000129588
0.1	0.9	0.25	6.8774	0.919619	0.000123388
0.1	0.9	0.26	6.85786	0.917007	0.000117488
0.1	0.9	0.27	6.83861	0.914433	0.000111871
0.1	0.9	0.28	6.81964	0.911896	0.000106524
0.1	0.9	0.29	6.80094	0.909396	0.000101435
0.1	0.9	0.3	6.78251	0.906931	9.65902e-05
0.1	0.9	0.31	6.76434	0.904501	9.19782e-05
0.1	0.9	0.32	6.74643	0.902106	8.75877e-05
0.1	0.9	0.33	6.72877	0.899745	8.3408e-05
0.1	0.9	0.34	6.71136	0.897417	7.94289e-05
0.1	0.9	0.35	6.69419	0.895121	7.56408e-05
0.1	0.9	0.36	6.67725	0.892856	7.20344e-05
0.1	0.9	0.37	6.66056	0.890624	6.86009e-05
0.1	0.9	0.38	6.64409	0.888421	6.5332e-05
0.1	0.9	0.39	6.62784	0.886249	6.22197e-05
0.1	0.9	0.4	6.61182	0.884106	5.92566e-05
0.1	0.9	0.41	6.59601	0.881993	5.64353e-05
0.1	0.9	0.42	6.58041	0.879907	5.3749e-05
0.1	0.9	0.43	6.56503	0.87785	5.11914e-05
0.1	0.9	0.44	6.54984	0.87582	4.87561e-05
0.1	0.9	0.45	6.53486	0.873817	4.64372e-05
0.1	0.9	0.46	6.52008	0.87184	4.42293e-05
0.1	0.9	0.47	6.50549	0.869889	4.21268e-05
0.1	0.9	0.48	6.49109	0.867964	4.01248e-05
0.1	0.9	0.49	6.47688	0.866063	3.82185e-05
0.1	0.9	0.5	6.46285	0.864188	3.64032e-05
0.1	0.9	0.51	6.44901	0.862336	3.46745e-05
0.1	0.9	0.52	6.43534	0.860508	3.30283e-05
0.1	0.9	0.53	6.42184	0.858704	3.14607e-05
0.1	0.9	0.54	6.40852	0.856923	2.99679e-05
0.1	0.9	0.55	6.39537	0.855164	2.85462e-05
0.1	0.9	0.56	6.38238	0.853427	2.71923e-05
0.1	0.9	0.57	6.36955	0.851712	2.59029e-05
0.1	0.9	0.58	6.35689	0.850019	2.4675e-05
0.1	0.9	0.59	6.34438	0.848346	2.35055e-05
0.1	0.9	0.6	6.33203	0.846694	2.23918e-05
0.1	0.9	0.61	6.31983	0.845063	2.1331e-05
0.1	0.9	0.62	6.30778	0.843452	2.03207e-05
0.1	0.9	0.63	6.29588	0.84186	1.93585e-05
0.1	0.9	0.64	6.28412	0.840288	1.84421e-05
0.1	0.9	0.65	6.2725	0.838735	1.75692e-05
0.1	0.9	0.66	6.26103	0.8372	1.67379e-05
0.1	0.9	0.67	6.24969	0.835685	1.5946e-05
0.1	0.9	0.68	6.23849	0.834187	1.51918e-05
0.1	0.9	0.69	6.22743	0.832707	1.44734e-05
0.1	0.9	0.7	6.21649	0.831245	1.37891e-05
0.1	0.9	0.71	6.20568	0.8298	1.31373e-05
0.1	0.9	0.72	6.19501	0.828372	1.25165e-05
0.1	0.9	0.73	6.18445	0.826961	1.19251e-05
0.1	0.9	0.74	6.17403	0.825567	1.13618e-05
0.1	0.9	0.75	6.16372	0.824189	1.08251e-05
0.1	0.9	0.76	6.15353	0.822827	1.0314e-05
0.1	0.9	0.77	6.14346	0.82148	9.82706e-06
0.1	0.9	0.78	6.13351	0.820149	9.36321e-06
0.1	0.9	0.79	6.12367	0.818834	8.92135e-06
0.1	0.9	0.8	6.11395	0.817533	8.50042e-06
0.1	0.9	0.81	6.10433	0.816248	8.09943e-06
0.1	0.9	0.82	6.09483	0.814977	7.71742e-06
0.1	0.9	0.83	6.08543	0.81372	7.35351e-06
0.1	0.9	0.84	6.07614	0.812478	7.00682e-06
0.1	0.9	0.85	6.06696	0.81125	6.67654e-06
0.1	0.9	0.86	6.05787	0.810035	6.36188e-06
0.1	0.9	0.87	6.04889	0.808834	6.06211e-06
0.1	0.9	0.88	6.04001	0.807647	5.77652e-06
0.1	0.9	0.89	6.03123	0.806473	5.50443e-06
0.1	0.9	0.9	6.02254	0.805311	5.2452e-06
0.1	0.9	0.91	6.01396	0.804163	4.99823e-06
0.1	0.9	0.92	6.00546	0.803027	4.76292e-06
0.1	0.9	0.93	5.99706	0.801903	4.53874e-06
0.1	0.9	0.94	5.98875	0.800792	4.32514e-06
0.1	0.9	0.95	5.98053	0.799693	4.12163e-06
0.1	0.9	0.96	5.9724	0.798606	3.92773e-06
0.1	0.9	0.97	5.96436	0.797531	3.74298e-06
0.1	0.9	0.98	5.9564	0.796467	3.56695e-06
0.1	0.9	0.99	5.94854	0.795415	3.39923e-06
0.1	0.9	1	5.94075	0.794374	3.24002e-06

t = 5

T/Tc	1-T/Tc	l	K	K/K0	G

After adjusting G:
0	1	0.000423146
0.0001	0.999961	0.000423146
0.0002	0.999922	0.000422496
0.0003	0.999882	0.000422012
0.0004	0.999843	0.000421678
0.0005	0.999804	0.000421414
0.0006	0.999765	0.000421184
0.0007	0.999726	0.000420969
0.0008	0.999687	0.000420759
0.0009	0.999647	0.000420551
0.01	0.996115	0.000402045
0.02	0.992296	0.000382655
0.03	0.988541	0.000364207
0.04	0.98485	0.000346655
0.05	0.98122	0.000329955
0.06	0.977651	0.000314066
0.07	0.97414	0.000298948
0.08	0.970686	0.000284563
0.09	0.967289	0.000270876
0.1	0.963946	0.000257851
0.11	0.960657	0.000245458
0.12	0.95742	0.000233664
0.13	0.954234	0.000222441
0.14	0.951099	0.000211761
0.15	0.948012	0.000201597
0.16	0.944973	0.000191924
0.17	0.941982	0.000182719
0.18	0.939036	0.000173958
0.19	0.936134	0.00016562
0.2	0.933277	0.000157684
0.21	0.930463	0.000150131
0.22	0.927691	0.000142942
0.23	0.92496	0.0001361
0.24	0.92227	0.000129587
0.25	0.919619	0.000123388
0.26	0.917007	0.000117488
0.27	0.914433	0.000111871
0.28	0.911896	0.000106524
0.29	0.909396	0.000101435
0.3	0.906931	9.65901e-05
0.31	0.904501	9.19781e-05
0.32	0.902106	8.75876e-05
0.33	0.899745	8.3408e-05
0.34	0.897417	7.94289e-05
0.35	0.895121	7.56408e-05
0.36	0.892856	7.20344e-05
0.37	0.890624	6.86009e-05
0.38	0.888421	6.5332e-05
0.39	0.886249	6.22197e-05
0.4	0.884106	5.92565e-05
0.41	0.881993	5.64352e-05
0.42	0.879907	5.3749e-05
0.43	0.87785	5.11914e-05
0.44	0.87582	4.8756e-05
0.45	0.873817	4.64372e-05
0.46	0.87184	4.42292e-05
0.47	0.869889	4.21268e-05
0.48	0.867964	4.01248e-05
0.49	0.866063	3.82185e-05
0.5	0.864188	3.64031e-05
0.51	0.862336	3.46745e-05
0.52	0.860508	3.30283e-05
0.53	0.858704	3.14607e-05
0.54	0.856923	2.99679e-05
0.55	0.855164	2.85462e-05
0.56	0.853427	2.71923e-05
0.57	0.851712	2.59029e-05
0.58	0.850019	2.4675e-05
0.59	0.848346	2.35055e-05
0.6	0.846694	2.23918e-05
0.61	0.845063	2.1331e-05
0.62	0.843452	2.03207e-05
0.63	0.84186	1.93585e-05
0.64	0.840288	1.84421e-05
0.65	0.838735	1.75692e-05
0.66	0.8372	1.67379e-05
0.67	0.835685	1.5946e-05
0.68	0.834187	1.51918e-05
0.69	0.832707	1.44734e-05
0.7	0.831245	1.37891e-05
0.71	0.8298	1.31373e-05
0.72	0.828372	1.25165e-05
0.73	0.826961	1.19251e-05
0.74	0.825567	1.13617e-05
0.75	0.824189	1.08251e-05
0.76	0.822827	1.0314e-05
0.77	0.82148	9.82706e-06
0.78	0.820149	9.36321e-06
0.79	0.818834	8.92135e-06
0.8	0.817533	8.50042e-06
0.81	0.816248	8.09942e-06
0.82	0.814977	7.71742e-06
0.83	0.81372	7.35351e-06
0.84	0.812478	7.00682e-06
0.85	0.81125	6.67654e-06
0.86	0.810035	6.36188e-06
0.87	0.808834	6.06211e-06
0.88	0.807647	5.77652e-06
0.89	0.806473	5.50443e-06
0.9	0.805311	5.2452e-06
0.91	0.804163	4.99823e-06
0.92	0.803027	4.76292e-06
0.93	0.801903	4.53874e-06
0.94	0.800792	4.32514e-06
0.95	0.799693	4.12163e-06
0.96	0.798606	3.92773e-06
0.97	0.797531	3.74298e-06
0.98	0.796467	3.56695e-06
0.99	0.795415	3.39923e-06
1	0.794374	3.23982e-06
0.1	0.9	0	7.47853	1	0.000423146
0.1	0.9	0.0001	7.47824	0.999961	0.000423146
0.1	0.9	0.0002	7.47794	0.999921	0.000422496
0.1	0.9	0.0003	7.47765	0.999882	0.000422012
0.1	0.9	0.0004	7.47736	0.999843	0.000421678
0.1	0.9	0.0005	7.47706	0.999804	0.000421414
0.1	0.9	0.0006	7.47677	0.999765	0.000421184
0.1	0.9	0.0007	7.47648	0.999726	0.000420969
0.1	0.9	0.0008	7.47619	0.999686	0.000420759
0.1	0.9	0.0009	7.47589	0.999647	0.000420551
0.1	0.9	0.01	7.44947	0.996115	0.000402045
0.1	0.9	0.02	7.42091	0.992296	0.000382655
0.1	0.9	0.03	7.39284	0.988541	0.000364207
0.1	0.9	0.04	7.36523	0.98485	0.000346655
0.1	0.9	0.05	7.33809	0.98122	0.000329955
0.1	0.9	0.06	7.31139	0.977651	0.000314066
0.1	0.9	0.07	7.28513	0.97414	0.000298948
0.1	0.9	0.08	7.25931	0.970686	0.000284563
0.1	0.9	0.09	7.2339	0.967289	0.000270876
0.1	0.9	0.1	7.2089	0.963946	0.000257851
0.1	0.9	0.11	7.1843	0.960657	0.000245458
0.1	0.9	0.12	7.16009	0.95742	0.000233664
0.1	0.9	0.13	7.13627	0.954234	0.000222441
0.1	0.9	0.14	7.11282	0.951099	0.000211761
0.1	0.9	0.15	7.08974	0.948012	0.000201597
0.1	0.9	0.16	7.06701	0.944973	0.000191924
0.1	0.9	0.17	7.04464	0.941982	0.000182719
0.1	0.9	0.18	7.02261	0.939036	0.000173958
